t	y
2.22	0.99677
2.23	0.9968
2.24	0.99683
2.25	0.99686
2.26	0.99689
2.27	0.99692
2.28	0.99695
2.29	0.99698
2.3	0.99701
2.31	0.99704
2.32	0.99707
2.33	0.9971
2.34	0.99712
2.35	0.99715
2.36	0.99718
2.37	0.99721
2.38	0.99723
2.39	0.99726
2.4	0.99729
2.41	0.99731
2.42	0.99734
2.43	0.99736
2.44	0.99739
2.45	0.99742
2.46	0.99744
2.47	0.99746
2.48	0.99749
2.49	0.99751
2.5	0.99754
2.51	0.99756
2.52	0.99759
2.53	0.99761
2.54	0.99763
2.55	0.99765
2.56	0.99768
2.57	0.9977
2.58	0.99772
2.59	0.99774
2.6	0.99777
2.61	0.99779
2.62	0.99781
2.63	0.99783
2.64	0.99785
2.65	0.99787
2.66	0.99789
2.67	0.99791
2.68	0.99793
2.69	0.99795
2.7	0.99797
2.71	0.99799
2.72	0.99801
2.73	0.99803
2.74	0.99805
2.75	0.99807
2.76	0.99809
2.77	0.99811
2.78	0.99813
2.79	0.99814
2.8	0.99816
2.81	0.99818
2.82	0.9982
2.83	0.99821
2.84	0.99823
2.85	0.99825
2.86	0.99827
2.87	0.99828
2.88	0.9983
2.89	0.99832
2.9	0.99833
2.91	0.99835
2.92	0.99836
2.93	0.99838
2.94	0.9984
2.95	0.99841
2.96	0.99843
2.97	0.99844
2.98	0.99846
2.99	0.99847
3	0.99849
3.01	0.9985
3.02	0.99852
3.03	0.99853
3.04	0.99854
3.05	0.99856
3.06	0.99857
3.07	0.99859
3.08	0.9986
3.09	0.99861
3.1	0.99863
3.11	0.99864
3.12	0.99865
3.13	0.99867
3.14	0.99868
3.15	0.99869
3.16	0.9987
3.17	0.99872
3.18	0.99873
3.19	0.99874
3.2	0.99875
3.21	0.99877
3.22	0.99878
3.23	0.99879
3.24	0.9988
3.25	0.99881
3.26	0.99882
3.27	0.99884
3.28	0.99885
3.29	0.99886
3.3	0.99887
3.31	0.99888
3.32	0.99889
3.33	0.9989
3.34	0.99891
3.35	0.99892
3.36	0.99893
3.37	0.99894
3.38	0.99895
3.39	0.99896
3.4	0.99897
3.41	0.99898
3.42	0.99899
3.43	0.999
3.44	0.99901
3.45	0.99902
3.46	0.99903
3.47	0.99904
3.48	0.99905
3.49	0.99906
3.5	0.99907
3.51	0.99908
3.52	0.99909
3.53	0.9991
3.54	0.9991
3.55	0.99911
3.56	0.99912
3.57	0.99913
3.58	0.99914
3.59	0.99915
3.6	0.99916
3.61	0.99916
3.62	0.99917
3.63	0.99918
3.64	0.99919
3.65	0.9992
3.66	0.9992
3.67	0.99921
3.68	0.99922
3.69	0.99923
3.7	0.99923
3.71	0.99924
3.72	0.99925
3.73	0.99926
3.74	0.99926
3.75	0.99927
3.76	0.99928
3.77	0.99928
3.78	0.99929
3.79	0.9993
3.8	0.9993
3.81	0.99931
3.82	0.99932
3.83	0.99932
3.84	0.99933
3.85	0.99934
3.86	0.99934
3.87	0.99935
3.88	0.99936
3.89	0.99936
3.9	0.99937
3.91	0.99938
3.92	0.99938
3.93	0.99939
3.94	0.99939
3.95	0.9994
3.96	0.99941
3.97	0.99941
3.98	0.99942
3.99	0.99942
4	0.99943
4.01	0.99943
4.02	0.99944
4.03	0.99944
4.04	0.99945
4.05	0.99945
4.06	0.99946
4.07	0.99947
4.08	0.99947
4.09	0.99948
4.1	0.99948
4.11	0.99949
4.12	0.99949
4.13	0.9995
4.14	0.9995
4.15	0.99951
4.16	0.99951
4.17	0.99952
4.18	0.99952
4.19	0.99952
4.2	0.99953
4.21	0.99953
4.22	0.99954
4.23	0.99954
4.24	0.99955
4.25	0.99955
4.26	0.99956
4.27	0.99956
4.28	0.99956
4.29	0.99957
4.3	0.99957
4.31	0.99958
4.32	0.99958
4.33	0.99958
4.34	0.99959
4.35	0.99959
4.36	0.9996
4.37	0.9996
4.38	0.9996
4.39	0.99961
4.4	0.99961
4.41	0.99962
4.42	0.99962
4.43	0.99962
4.44	0.99963
4.45	0.99963
4.46	0.99963
4.47	0.99964
4.48	0.99964
4.49	0.99964
4.5	0.99965
4.51	0.99965
4.52	0.99965
4.53	0.99966
4.54	0.99966
4.55	0.99966
4.56	0.99967
4.57	0.99967
4.58	0.99967
4.59	0.99968
4.6	0.99968
4.61	0.99968
4.62	0.99969
4.63	0.99969
4.64	0.99969
4.65	0.9997
4.66	0.9997
4.67	0.9997
4.68	0.9997
4.69	0.99971
4.7	0.99971
4.71	0.99971
4.72	0.99972
4.73	0.99972
4.74	0.99972
4.75	0.99972
4.76	0.99973
4.77	0.99973
4.78	0.99973
4.79	0.99973
4.8	0.99974
4.81	0.99974
4.82	0.99974
4.83	0.99974
4.84	0.99975
4.85	0.99975
4.86	0.99975
4.87	0.99975
4.88	0.99976
4.89	0.99976
4.9	0.99976
4.91	0.99976
4.92	0.99977
4.93	0.99977
4.94	0.99977
4.95	0.99977
4.96	0.99978
4.97	0.99978
4.98	0.99978
4.99	0.99978
5	0.99978
5.01	0.99979
5.02	0.99979
5.03	0.99979
5.04	0.99979
5.05	0.99979
5.06	0.9998
5.07	0.9998
5.08	0.9998
5.09	0.9998
5.1	0.9998
5.11	0.99981
5.12	0.99981
5.13	0.99981
5.14	0.99981
5.15	0.99981
5.16	0.99981
5.17	0.99982
5.18	0.99982
5.19	0.99982
5.2	0.99982
5.21	0.99982
5.22	0.99983
5.23	0.99983
5.24	0.99983
5.25	0.99983
5.26	0.99983
5.27	0.99983
5.28	0.99984
5.29	0.99984
5.3	0.99984
5.31	0.99984
5.32	0.99984
5.33	0.99984
5.34	0.99984
5.35	0.99985
5.36	0.99985
5.37	0.99985
5.38	0.99985
5.39	0.99985
5.4	0.99985
5.41	0.99985
5.42	0.99986
5.43	0.99986
5.44	0.99986
5.45	0.99986
5.46	0.99986
5.47	0.99986
5.48	0.99986
5.49	0.99987
5.5	0.99987
5.51	0.99987
5.52	0.99987
5.53	0.99987
5.54	0.99987
5.55	0.99987
5.56	0.99987
5.57	0.99988
5.58	0.99988
5.59	0.99988
5.6	0.99988
5.61	0.99988
5.62	0.99988
5.63	0.99988
5.64	0.99988
5.65	0.99989
5.66	0.99989
5.67	0.99989
5.68	0.99989
5.69	0.99989
5.7	0.99989
5.71	0.99989
5.72	0.99989
5.73	0.99989
5.74	0.99989
5.75	0.9999
5.76	0.9999
5.77	0.9999
5.78	0.9999
5.79	0.9999
5.8	0.9999
5.81	0.9999
5.82	0.9999
5.83	0.9999
5.84	0.9999
5.85	0.99991
5.86	0.99991
5.87	0.99991
5.88	0.99991
5.89	0.99991
5.9	0.99991
5.91	0.99991
5.92	0.99991
5.93	0.99991
5.94	0.99991
5.95	0.99991
5.96	0.99991
5.97	0.99992
5.98	0.99992
5.99	0.99992
6	0.99992
6.01	0.99992
6.02	0.99992
6.03	0.99992
6.04	0.99992
6.05	0.99992
6.06	0.99992
6.07	0.99992
6.08	0.99992
6.09	0.99993
6.1	0.99993
6.11	0.99993
6.12	0.99993
6.13	0.99993
6.14	0.99993
6.15	0.99993
6.16	0.99993
6.17	0.99993
6.18	0.99993
6.19	0.99993
6.2	0.99993
6.21	0.99993
6.22	0.99993
6.23	0.99993
6.24	0.99994
6.25	0.99994
6.26	0.99994
6.27	0.99994
6.28	0.99994
6.29	0.99994
6.3	0.99994
6.31	0.99994
6.32	0.99994
6.33	0.99994
6.34	0.99994
6.35	0.99994
6.36	0.99994
6.37	0.99994
6.38	0.99994
6.39	0.99994
6.4	0.99994
6.41	0.99995
6.42	0.99995
6.43	0.99995
6.44	0.99995
6.45	0.99995
6.46	0.99995
6.47	0.99995
6.48	0.99995
6.49	0.99995
6.5	0.99995
6.51	0.99995
6.52	0.99995
6.53	0.99995
6.54	0.99995
6.55	0.99995
6.56	0.99995
6.57	0.99995
6.58	0.99995
6.59	0.99995
6.6	0.99995
6.61	0.99995
6.62	0.99996
6.63	0.99996
6.64	0.99996
6.65	0.99996
6.66	0.99996
6.67	0.99996
6.68	0.99996
6.69	0.99996
6.7	0.99996
6.71	0.99996
6.72	0.99996
6.73	0.99996
6.74	0.99996
6.75	0.99996
6.76	0.99996
6.77	0.99996
6.78	0.99996
6.79	0.99996
6.8	0.99996
6.81	0.99996
6.82	0.99996
6.83	0.99996
6.84	0.99996
6.85	0.99996
6.86	0.99996
6.87	0.99996
6.88	0.99997
6.89	0.99997
6.9	0.99997
6.91	0.99997
6.92	0.99997
6.93	0.99997
6.94	0.99997
6.95	0.99997
6.96	0.99997
6.97	0.99997
6.98	0.99997
6.99	0.99997
7	0.99997
7.01	0.99997
7.02	0.99997
7.03	0.99997
7.04	0.99997
7.05	0.99997
7.06	0.99997
7.07	0.99997
7.08	0.99997
7.09	0.99997
7.1	0.99997
7.11	0.99997
7.12	0.99997
7.13	0.99997
7.14	0.99997
7.15	0.99997
7.16	0.99997
7.17	0.99997
7.18	0.99997
7.19	0.99997
7.2	0.99997
7.21	0.99997
7.22	0.99998
7.23	0.99998
7.24	0.99998
7.25	0.99998
7.26	0.99998
7.27	0.99998
7.28	0.99998
7.29	0.99998
7.3	0.99998
7.31	0.99998
7.32	0.99998
7.33	0.99998
7.34	0.99998
7.35	0.99998
7.36	0.99998
7.37	0.99998
7.38	0.99998
7.39	0.99998
7.4	0.99998
7.41	0.99998
7.42	0.99998
7.43	0.99998
7.44	0.99998
7.45	0.99998
7.46	0.99998
7.47	0.99998
7.48	0.99998
7.49	0.99998
7.5	0.99998
7.51	0.99998
7.52	0.99998
7.53	0.99998
7.54	0.99998
7.55	0.99998
7.56	0.99998
7.57	0.99998
7.58	0.99998
7.59	0.99998
7.6	0.99998
7.61	0.99998
7.62	0.99998
7.63	0.99998
7.64	0.99998
7.65	0.99998
7.66	0.99998
7.67	0.99998
7.68	0.99998
7.69	0.99998
7.7	0.99998
7.71	0.99998
7.72	0.99998
7.73	0.99998
7.74	0.99998
7.75	0.99999
7.76	0.99999
7.77	0.99999
7.78	0.99999
7.79	0.99999
7.8	0.99999
7.81	0.99999
7.82	0.99999
7.83	0.99999
7.84	0.99999
7.85	0.99999
7.86	0.99999
7.87	0.99999
7.88	0.99999
7.89	0.99999
7.9	0.99999
7.91	0.99999
7.92	0.99999
7.93	0.99999
7.94	0.99999
7.95	0.99999
7.96	0.99999
7.97	0.99999
7.98	0.99999
7.99	0.99999
8	0.99999
8.01	0.99999
8.02	0.99999
8.03	0.99999
8.04	0.99999
8.05	0.99999
8.06	0.99999
8.07	0.99999
8.08	0.99999
8.09	0.99999
8.1	0.99999
8.11	0.99999
8.12	0.99999
8.13	0.99999
8.14	0.99999
8.15	0.99999
8.16	0.99999
8.17	0.99999
8.18	0.99999
8.19	0.99999
8.2	0.99999
8.21	0.99999
8.22	0.99999
8.23	0.99999
8.24	0.99999
8.25	0.99999
8.26	0.99999
8.27	0.99999
8.28	0.99999
8.29	0.99999
8.3	0.99999
8.31	0.99999
8.32	0.99999
8.33	0.99999
8.34	0.99999
8.35	0.99999
8.36	0.99999
8.37	0.99999
8.38	0.99999
8.39	0.99999
8.4	0.99999
8.41	0.99999
8.42	0.99999
8.43	0.99999
8.44	0.99999
8.45	0.99999
8.46	0.99999
8.47	0.99999
8.48	0.99999
8.49	0.99999
8.5	0.99999
8.51	0.99999
8.52	0.99999
8.53	0.99999
8.54	0.99999
8.55	0.99999
8.56	0.99999
8.57	0.99999
8.58	0.99999
8.59	0.99999
8.6	0.99999
8.61	0.99999
8.62	0.99999
8.63	0.99999
8.64	0.99999
8.65	0.99999
8.66	0.99999
8.67	0.99999
8.68	0.99999
8.69	0.99999
8.7	0.99999
8.71	0.99999
8.72	0.99999
8.73	0.99999
8.74	0.99999
8.75	0.99999
8.76	0.99999
8.77	0.99999
8.78	0.99999
8.79	0.99999
8.8	0.99999
8.81	0.99999
8.82	0.99999
8.83	0.99999
8.84	0.99999
8.85	0.99999
8.86	0.99999
8.87	0.99999
8.88	1
8.89	1
8.9	1
8.91	1
8.92	1
8.93	1
8.94	1
8.95	1
8.96	1
8.97	1
8.98	1
8.99	1
9	1
9.01	1
9.02	1
9.03	1
9.04	1
9.05	1
9.06	1
9.07	1
9.08	1
9.09	1
9.1	1
9.11	1
9.12	1
9.13	1
9.14	1
9.15	1
9.16	1
9.17	1
9.18	1
9.19	1
9.2	1
9.21	1
9.22	1
9.23	1
9.24	1
9.25	1
9.26	1
9.27	1
9.28	1
9.29	1
9.3	1
9.31	1
9.32	1
9.33	1
9.34	1
9.35	1
9.36	1
9.37	1
9.38	1
9.39	1
9.4	1
9.41	1
9.42	1
9.43	1
9.44	1
9.45	1
9.46	1
9.47	1
9.48	1
9.49	1
9.5	1
9.51	1
9.52	1
9.53	1
9.54	1
9.55	1
9.56	1
9.57	1
9.58	1
9.59	1
9.6	1
9.61	1
9.62	1
9.63	1
9.64	1
9.65	1
9.66	1
9.67	1
9.68	1
9.69	1
9.7	1
9.71	1
9.72	1
9.73	1
9.74	1
9.75	1
9.76	1
9.77	1
9.78	1
9.79	1
9.8	1
9.81	1
9.82	1
9.83	1
9.84	1
9.85	1
9.86	1
9.87	1
9.88	1
9.89	1
9.9	1
9.91	1
9.92	1
9.93	1
9.94	1
9.95	1
9.96	1
9.97	1
9.98	1
9.99	1
10	1
10.01	1
10.02	1
10.03	1
10.04	1
10.05	1
10.06	1
10.07	1
10.08	1
10.09	1
10.1	1
10.11	1
10.12	1
10.13	1
10.14	1
10.15	1
10.16	1
10.17	1
10.18	1
10.19	1
10.2	1
10.21	1
10.22	1
10.23	1
10.24	1
10.25	1
10.26	1
10.27	1
10.28	1
10.29	1
10.3	1
10.31	1
10.32	1
10.33	1
10.34	1
10.35	1
10.36	1
10.37	1
10.38	1
10.39	1
10.4	1
10.41	1
10.42	1
10.43	1
10.44	1
10.45	1
10.46	1
10.47	1
10.48	1
10.49	1
10.5	1
10.51	1
10.52	1
10.53	1
10.54	1
10.55	1
10.56	1
10.57	1
10.58	1
10.59	1
10.6	1
10.61	1
10.62	1
10.63	1
10.64	1
10.65	1
10.66	1
10.67	1
10.68	1
10.69	1
10.7	1
10.71	1
10.72	1
10.73	1
10.74	1
10.75	1
10.76	1
10.77	1
10.78	1
10.79	1
10.8	1
10.81	1
10.82	1
10.83	1
10.84	1
10.85	1
10.86	1
10.87	1
10.88	1
10.89	1
10.9	1
10.91	1
10.92	1
10.93	1
10.94	1
10.95	1
10.96	1
10.97	1
10.98	1
10.99	1
11	1
11.01	1
11.02	1
11.03	1
11.04	1
11.05	1
11.06	1
11.07	1
11.08	1
11.09	1
11.1	1
11.11	1
11.12	1
11.13	1
11.14	1
11.15	1
11.16	1
11.17	1
11.18	1
11.19	1
11.2	1
11.21	1
11.22	1
11.23	1
11.24	1
11.25	1
11.26	1
11.27	1
11.28	1
11.29	1
11.3	1
11.31	1
11.32	1
11.33	1
11.34	1
11.35	1
11.36	1
11.37	1
11.38	1
11.39	1
11.4	1
11.41	1
11.42	1
11.43	1
11.44	1
11.45	1
11.46	1
11.47	1
11.48	1
11.49	1
11.5	1
11.51	1
11.52	1
11.53	1
11.54	1
11.55	1
11.56	1
11.57	1
11.58	1
11.59	1
11.6	1
11.61	1
11.62	1
11.63	1
11.64	1
11.65	1
11.66	1
11.67	1
11.68	1
11.69	1
11.7	1
11.71	1
11.72	1
11.73	1
11.74	1
11.75	1
11.76	1
11.77	1
11.78	1
11.79	1
11.8	1
11.81	1
11.82	1
11.83	1
11.84	1
11.85	1
11.86	1
11.87	1
11.88	1
11.89	1
11.9	1
11.91	1
11.92	1
11.93	1
11.94	1
11.95	1
11.96	1
11.97	1
11.98	1
11.99	1
12	1
12.01	1
12.02	1
12.03	1
12.04	1
12.05	1
12.06	1
12.07	1
12.08	1
12.09	1
12.1	1
12.11	1
12.12	1
12.13	1
12.14	1
12.15	1
12.16	1
12.17	1
12.18	1
12.19	1
12.2	1
12.21	1
12.22	1
12.23	1
12.24	1
12.25	1
12.26	1
12.27	1
12.28	1
12.29	1
12.3	1
12.31	1
12.32	1
12.33	1
12.34	1
12.35	1
12.36	1
12.37	1
12.38	1
12.39	1
12.4	1
12.41	1
12.42	1
12.43	1
12.44	1
12.45	1
12.46	1
12.47	1
12.48	1
12.49	1
12.5	1
12.51	1
12.52	1
12.53	1
12.54	1
12.55	1
12.56	1
12.57	1
12.58	1
12.59	1
12.6	1
12.61	1
12.62	1
12.63	1
12.64	1
12.65	1
12.66	1
12.67	1
12.68	1
12.69	1
12.7	1
12.71	1
12.72	1
12.73	1
12.74	1
12.75	1
12.76	1
12.77	1
12.78	1
12.79	1
12.8	1
12.81	1
12.82	1
12.83	1
12.84	1
12.85	1
12.86	1
12.87	1
12.88	1
12.89	1
12.9	1
12.91	1
12.92	1
12.93	1
12.94	1
12.95	1
12.96	1
12.97	1
12.98	1
12.99	1
13	1
13.01	1
13.02	1
13.03	1
13.04	1
13.05	1
13.06	1
13.07	1
13.08	1
13.09	1
13.1	1
13.11	1
13.12	1
13.13	1
13.14	1
13.15	1
13.16	1
13.17	1
13.18	1
13.19	1
13.2	1
13.21	1
13.22	1
13.23	1
13.24	1
13.25	1
13.26	1
13.27	1
13.28	1
13.29	1
13.3	1
13.31	1
13.32	1
13.33	1
13.34	1
13.35	1
13.36	1
13.37	1
13.38	1
13.39	1
13.4	1
13.41	1
13.42	1
13.43	1
13.44	1
13.45	1
13.46	1
13.47	1
13.48	1
13.49	1
13.5	1
13.51	1
13.52	1
13.53	1
13.54	1
13.55	1
13.56	1
13.57	1
13.58	1
13.59	1
13.6	1
13.61	1
13.62	1
13.63	1
13.64	1
13.65	1
13.66	1
13.67	1
13.68	1
13.69	1
13.7	1
13.71	1
13.72	1
13.73	1
13.74	1
13.75	1
13.76	1
13.77	1
13.78	1
13.79	1
13.8	1
13.81	1
13.82	1
13.83	1
13.84	1
13.85	1
13.86	1
13.87	1
13.88	1
13.89	1
13.9	1
13.91	1
13.92	1
13.93	1
13.94	1
13.95	1
13.96	1
13.97	1
13.98	1
13.99	1
14	1
14.01	1
14.02	1
14.03	1
14.04	1
14.05	1
14.06	1
14.07	1
14.08	1
14.09	1
14.1	1
14.11	1
14.12	1
14.13	1
14.14	1
14.15	1
14.16	1
14.17	1
14.18	1
14.19	1
14.2	1
14.21	1
14.22	1
14.23	1
14.24	1
14.25	1
14.26	1
14.27	1
14.28	1
14.29	1
14.3	1
14.31	1
14.32	1
14.33	1
14.34	1
14.35	1
14.36	1
14.37	1
14.38	1
14.39	1
14.4	1
14.41	1
14.42	1
14.43	1
14.44	1
14.45	1
14.46	1
14.47	1
14.48	1
14.49	1
14.5	1
14.51	1
14.52	1
14.53	1
14.54	1
14.55	1
14.56	1
14.57	1
14.58	1
14.59	1
14.6	1
14.61	1
14.62	1
14.63	1
14.64	1
14.65	1
14.66	1
14.67	1
14.68	1
14.69	1
14.7	1
14.71	1
14.72	1
14.73	1
14.74	1
14.75	1
14.76	1
14.77	1
14.78	1
14.79	1
14.8	1
14.81	1
14.82	1
14.83	1
14.84	1
14.85	1
14.86	1
14.87	1
14.88	1
14.89	1
14.9	1
14.91	1
14.92	1
14.93	1
14.94	1
14.95	1
14.96	1
14.97	1
14.98	1
14.99	1
15	1
15.01	1
15.02	1
15.03	1
15.04	1
15.05	1
15.06	1
15.07	1
15.08	1
15.09	1
15.1	1
15.11	1
15.12	1
15.13	1
15.14	1
15.15	1
15.16	1
15.17	1
15.18	1
15.19	1
15.2	1
15.21	1
15.22	1
15.23	1
15.24	1
15.25	1
15.26	1
15.27	1
15.28	1
15.29	1
15.3	1
15.31	1
15.32	1
15.33	1
15.34	1
15.35	1
15.36	1
15.37	1
15.38	1
15.39	1
15.4	1
15.41	1
15.42	1
15.43	1
15.44	1
15.45	1
15.46	1
15.47	1
15.48	1
15.49	1
15.5	1
15.51	1
15.52	1
15.53	1
15.54	1
15.55	1
15.56	1
15.57	1
15.58	1
15.59	1
15.6	1
15.61	1
15.62	1
15.63	1
15.64	1
15.65	1
15.66	1
15.67	1
15.68	1
15.69	1
15.7	1
15.71	1
15.72	1
15.73	1
15.74	1
15.75	1
15.76	1
15.77	1
15.78	1
15.79	1
15.8	1
15.81	1
15.82	1
15.83	1
15.84	1
15.85	1
15.86	1
15.87	1
15.88	1
15.89	1
15.9	1
15.91	1
15.92	1
15.93	1
15.94	1
15.95	1
15.96	1
15.97	1
15.98	1
15.99	1
16	1
16.01	1
16.02	1
16.03	1
16.04	1
16.05	1
16.06	1
16.07	1
16.08	1
16.09	1
16.1	1
16.11	1
16.12	1
16.13	1
16.14	1
16.15	1
16.16	1
16.17	1
16.18	1
16.19	1
16.2	1
16.21	1
16.22	1
16.23	1
16.24	1
16.25	1
16.26	1
16.27	1
16.28	1
16.29	1
16.3	1
16.31	1
16.32	1
16.33	1
16.34	1
16.35	1
16.36	1
16.37	1
16.38	1
16.39	1
16.4	1
16.41	1
16.42	1
16.43	1
16.44	1
16.45	1
16.46	1
16.47	1
16.48	1
16.49	1
16.5	1
16.51	1
16.52	1
16.53	1
16.54	1
16.55	1
16.56	1
16.57	1
16.58	1
16.59	1
16.6	1
16.61	1
16.62	1
16.63	1
16.64	1
16.65	1
16.66	1
16.67	1
16.68	1
16.69	1
16.7	1
16.71	1
16.72	1
16.73	1
16.74	1
16.75	1
16.76	1
16.77	1
16.78	1
16.79	1
16.8	1
16.81	1
16.82	1
16.83	1
16.84	1
16.85	1
16.86	1
16.87	1
16.88	1
16.89	1
16.9	1
16.91	1
16.92	1
16.93	1
16.94	1
16.95	1
16.96	1
16.97	1
16.98	1
16.99	1
17	1
17.01	1
17.02	1
17.03	1
17.04	1
17.05	1
17.06	1
17.07	1
17.08	1
17.09	1
17.1	1
17.11	1
17.12	1
17.13	1
17.14	1
17.15	1
17.16	1
17.17	1
17.18	1
17.19	1
17.2	1
17.21	1
17.22	1
17.23	1
17.24	1
17.25	1
17.26	1
17.27	1
17.28	1
17.29	1
17.3	1
17.31	1
17.32	1
17.33	1
17.34	1
17.35	1
17.36	1
17.37	1
17.38	1
17.39	1
17.4	1
17.41	1
17.42	1
17.43	1
17.44	1
17.45	1
17.46	1
17.47	1
17.48	1
17.49	1
17.5	1
17.51	1
17.52	1
17.53	1
17.54	1
17.55	1
17.56	1
17.57	1
17.58	1
17.59	1
17.6	1
17.61	1
17.62	1
17.63	1
17.64	1
17.65	1
17.66	1
17.67	1
17.68	1
17.69	1
17.7	1
17.71	1
17.72	1
17.73	1
17.74	1
17.75	1
17.76	1
17.77	1
17.78	1
17.79	1
17.8	1
17.81	1
17.82	1
17.83	1
17.84	1
17.85	1
17.86	1
17.87	1
17.88	1
17.89	1
17.9	1
17.91	1
17.92	1
17.93	1
17.94	1
17.95	1
17.96	1
17.97	1
17.98	1
17.99	1
18	1
18.01	1
18.02	1
18.03	1
18.04	1
18.05	1
18.06	1
18.07	1
18.08	1
18.09	1
18.1	1
18.11	1
18.12	1
18.13	1
18.14	1
18.15	1
18.16	1
18.17	1
18.18	1
18.19	1
18.2	1
18.21	1
18.22	1
18.23	1
18.24	1
18.25	1
18.26	1
18.27	1
18.28	1
18.29	1
18.3	1
18.31	1
18.32	1
18.33	1
18.34	1
18.35	1
18.36	1
18.37	1
18.38	1
18.39	1
18.4	1
18.41	1
18.42	1
18.43	1
18.44	1
18.45	1
18.46	1
18.47	1
18.48	1
18.49	1
18.5	1
18.51	1
18.52	1
18.53	1
18.54	1
18.55	1
18.56	1
18.57	1
18.58	1
18.59	1
18.6	1
18.61	1
18.62	1
18.63	1
18.64	1
18.65	1
18.66	1
18.67	1
18.68	1
18.69	1
18.7	1
18.71	1
18.72	1
18.73	1
18.74	1
18.75	1
18.76	1
18.77	1
18.78	1
18.79	1
18.8	1
18.81	1
18.82	1
18.83	1
18.84	1
18.85	1
18.86	1
18.87	1
18.88	1
18.89	1
18.9	1
18.91	1
18.92	1
18.93	1
18.94	1
